Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
61,-0.049870335,6.92980051,2.756972313,-16.85566117,-83.11565439,-72.68205427,-12.527795,16.571115,23.898684,14.97453,27.405539,-15.000033,-14.079829,-19.754417,-25.716114,21.731926,20.891563,6.361614,-1.3898172,-3.5389004,-1.7651244,8.610839,26.38166,-24.87358,69.43859,17.576876,11.489001,1.748666,8.075712,-18.785826,7.6992836,75.30468,-53.48987,3.7332797,11.522939
62,-0.04703439,6.93257761,2.757007122,-16.88558484,-83.11021082,-72.64329719,-12.523412,16.55781,23.890596,14.9529,27.436382,-15.000033,-14.083897,-19.763233,-25.706118,21.732422,20.888292,6.372641,-1.3860431,-3.5472188,-1.766718,8.606512,26.38092,-24.873505,69.439476,17.577,11.488848,1.7539922,8.082309,-18.785538,7.7012677,75.29994,-53.488113,3.730868,11.511584
63,-0.051910918,6.933168411,2.760661125,-16.91156249,-83.10398294,-72.60129258,-12.506171,16.530466,23.887922,14.902742,27.481754,-15.000033,-14.092012,-19.779747,-25.691017,21.737915,20.883217,6.384888,-1.38386,-3.5635586,-1.7704046,8.598762,26.378584,-24.870808,69.44489,17.57254,11.487178,1.7604746,8.10003,-18.784594,7.7117543,75.28498,-53.47832,3.729199,11.49716
64,-0.051261507,6.932019234,2.762696981,-16.9175799,-83.10125851,-72.59069844,-12.506614,16.525013,23.884169,14.897968,27.495714,-15.000033,-14.096671,-19.782806,-25.68122,21.74088,20.878641,6.3899927,-1.3789989,-3.5681176,-1.7730315,8.594654,26.376211,-24.867437,69.447014,17.565321,11.484298,1.7640103,8.1071615,-18.78379,7.7174363,75.27998,-53.47446,3.7292345,11.49116
65,-0.052794565,6.931376457,2.761859655,-16.88807639,-83.1024602,-72.62294272,-12.5080595,16.531929,23.892109,14.906846,27.49015,-15.000033,-14.098086,-19.775234,-25.675865,21.737617,20.877972,6.3854876,-1.3726203,-3.5668988,-1.7752503,8.58821,26.374662,-24.860462,69.45637,17.55657,11.476983,1.7643524,8.114014,-18.78352,7.724281,75.272995,-53.47228,3.7327669,11.493119
66,-0.055183917,6.931245327,2.764206886,-16.83655281,-83.10674189,-72.68496059,-12.519279,16.554499,23.902378,14.944438,27.462143,-15.000033,-14.096003,-19.75681,-25.675283,21.730137,20.878904,6.374418,-1.3629055,-3.5562482,-1.7757853,8.583725,26.37309,-24.851158,69.46207,17.545149,11.467598,1.7612302,8.114793,-18.78349,7.7289605,75.27158,-53.473774,3.736283,11.501503
67,-0.053650938,6.931324482,2.765362263,-16.79714273,-83.11073067,-72.74032693,-12.53683,16.583664,23.907581,14.99287,27.4287,-15.000033,-14.09021,-19.73094,-25.676348,21.716085,20.883219,6.362384,-1.357221,-3.5400445,-1.7755544,8.582021,26.369558,-24.833181,69.46585,17.534096,11.458531,1.7585813,8.110367,-18.78409,7.732773,75.27391,-53.477036,3.7405827,11.5106735
68,-0.047431052,6.930171013,2.761187315,-16.78034295,-83.11170751,-72.76424151,-12.544713,16.595001,23.90765,15.011276,27.417004,-15.000033,-14.0889015,-19.715014,-25.667786,21.70835,20.885754,6.3570366,-1.3567848,-3.5310757,-1.7780024,8.582444,26.366644,-24.816174,69.46736,17.51993,11.453494,1.7590847,8.106633,-18.784605,7.731571,75.27827,-53.480324,3.744123,11.516611
69,-0.049629841,6.930036068,2.763224363,-16.8191322,-83.10852776,-72.72574063,-12.547805,16.590574,23.895918,15.006191,27.427818,-15.000033,-14.090608,-19.706993,-25.648191,21.70578,20.88732,6.36157,-1.3603146,-3.5297399,-1.7857748,8.582684,26.365778,-24.808022,69.4684,17.497044,11.454531,1.7637978,8.106156,-18.784634,7.727727,75.28569,-53.47672,3.749655,11.518213
70,-0.051220953,6.93242979,2.767751455,-16.88862146,-83.10135606,-72.65239042,-12.545999,16.573702,23.878164,14.978532,27.456467,-15.000033,-14.095124,-19.703856,-25.620453,21.704561,20.889498,6.3721733,-1.3716851,-3.532193,-1.7929909,8.58724,26.363256,-24.786263,69.464226,17.470577,11.4585705,1.7735913,8.105378,-18.784079,7.713519,75.29173,-53.47711,3.7554667,11.517973
71,-0.049621195,6.931702614,2.768097401,-16.95503055,-83.09400087,-72.57856207,-12.538891,16.549952,23.858612,14.937446,27.493038,-15.000033,-14.100017,-19.703157,-25.591015,21.70322,20.892282,6.3832083,-1.3845391,-3.537065,-1.7986053,8.59324,26.360628,-24.761797,69.457565,17.45215,11.463497,1.7822509,8.105318,-18.782907,7.694051,75.29611,-53.48422,3.76019,11.515734
72,-0.049630534,6.932257652,2.768144608,-17.00785154,-83.08747457,-72.52028929,-12.540136,16.53157,23.83714,14.916625,27.514362,-15.000033,-14.107681,-19.702608,-25.566519,21.707762,20.890997,6.388595,-1.3960083,-3.5406663,-1.8043666,8.598979,26.35834,-24.742407,69.45167,17.442131,11.466824,1.7856998,8.105715,-18.781435,7.67505,75.29992,-53.500042,3.7618613,11.512095
73,-0.051740807,6.928759575,2.768096447,-17.04225895,-83.08120297,-72.48211679,-12.5437765,16.51686,23.816652,14.901884,27.526495,-15.000033,-14.114317,-19.698704,-25.550451,21.708216,20.890423,6.3857384,-1.4081601,-3.5411553,-1.8120593,8.605539,26.356564,-24.725822,69.44897,17.44456,11.466116,1.7801677,8.105274,-18.77984,7.6529055,75.30535,-53.532467,3.7578251,11.505385
74,-0.049492337,6.92883873,2.769300461,-17.07201143,-83.07460589,-72.45142353,-12.552331,16.505123,23.79369,14.896198,27.53068,-15.000033,-14.121547,-19.692886,-25.539461,21.708057,20.88963,6.3775973,-1.4178339,-3.5383065,-1.8135257,8.614883,26.353405,-24.701334,69.43797,17.465229,11.464297,1.7694927,8.1061945,-18.775867,7.605708,75.305664,-53.5925,3.749399,11.495374
75,-0.049084343,6.92761755,2.767336369,-17.08570323,-83.06891981,-72.43777303,-12.562576,16.494946,23.768368,14.894682,27.532238,-15.000033,-14.128001,-19.686308,-25.531326,21.707443,20.888836,6.3681793,-1.4170862,-3.5359163,-1.8117819,8.611493,26.349821,-24.688345,69.43472,17.489214,11.462046,1.7590431,8.116449,-18.769453,7.5511527,75.29769,-53.653503,3.7403338,11.486055
76,-0.051422324,6.928572655,2.771027088,-17.10009032,-83.06485443,-72.42174952,-12.5699415,16.484022,23.742142,14.891362,27.537174,-15.000033,-14.132384,-19.681234,-25.522846,21.706497,20.888853,6.361885,-1.4194959,-3.53675,-1.8163843,8.610568,26.349,-24.68805,69.43665,17.496092,11.461326,1.7542238,8.119283,-18.767714,7.544615,75.3,-53.67121,3.7340174,11.483014
77,-0.051820721,6.930387974,2.773889065,-17.11829744,-83.05980625,-72.40119232,-12.572856,16.466944,23.711285,14.874429,27.555897,-15.000033,-14.136087,-19.680473,-25.515581,21.705378,20.889685,6.359964,-1.4090073,-3.5432696,-1.8150915,8.598722,26.347326,-24.693539,69.44012,17.508436,11.463028,1.7578592,8.131541,-18.76417,7.540754,75.29258,-53.678215,3.726981,11.486836
78,-0.050204694,6.929203987,2.775865316,-17.12691438,-83.0566387,-72.38813702,-12.575804,16.448694,23.67714,14.861119,27.575867,-15.000033,-14.140493,-19.683155,-25.50787,21.709278,20.888134,6.359873,-1.3936551,-3.5536895,-1.810791,8.581671,26.346542,-24.70642,69.446815,17.516817,11.466392,1.7678285,8.145356,-18.763014,7.561234,75.281975,-53.66019,3.721495,11.496321
79,-0.047675509,6.929016113,2.775160313,-17.12865323,-83.05482238,-72.38550301,-12.582642,16.436314,23.643772,14.86023,27.586498,-15.000033,-14.143601,-19.683372,-25.50105,21.712856,20.886839,6.3605366,-1.3781514,-3.5593126,-1.8030157,8.5727625,26.346249,-24.714619,69.44263,17.527678,11.46951,1.7779181,8.151848,-18.763142,7.580485,75.27625,-53.643845,3.7159417,11.506048
80,-0.050637033,6.927140236,2.775662184,-17.13247561,-83.05332506,-72.38162894,-12.58736,16.427542,23.619682,14.859781,27.587713,-15.000033,-14.144455,-19.679813,-25.494286,21.712322,20.887756,6.3613386,-1.3731798,-3.5662506,-1.8106762,8.55704,26.345419,-24.73048,69.464745,17.522718,11.471629,1.7837207,8.161018,-18.76432,7.6305394,75.273285,-53.593258,3.7188811,11.51352
81,-0.049856178,6.927425385,2.775613308,-17.12545279,-83.05473056,-72.39645119,-12.595235,16.432737,23.608866,14.878979,27.561647,-15.000033,-14.139965,-19.66491,-25.486204,21.703997,20.892431,6.361675,-1.3661066,-3.5596094,-1.8086289,8.553135,26.34488,-24.73305,69.465614,17.527525,11.473779,1.7824299,8.163237,-18.76504,7.6460276,75.269615,-53.564552,3.726603,11.515175
82,-0.048909318,6.928099632,2.775810242,-17.12059209,-83.05720726,-72.41129791,-12.6019,16.44259,23.608294,14.903151,27.521559,-15.000033,-14.133583,-19.646187,-25.476364,21.693861,20.897867,6.36277,-1.3603141,-3.549696,-1.8068817,8.551015,26.344667,-24.733456,69.46635,17.531713,11.475232,1.7779557,8.164831,-18.765343,7.6524854,75.26512,-53.5366,3.7380667,11.514608
83,-0.050704949,6.928314209,2.777921677,-17.11722493,-83.06057896,-72.43409084,-12.622594,16.47052,23.60069,14.957881,27.467667,-15.000033,-14.119041,-19.614742,-25.475754,21.66999,20.9098,6.3618884,-1.3550909,-3.528676,-1.8053923,8.547986,26.343836,-24.731804,69.46833,17.534437,11.476402,1.7706227,8.170179,-18.766264,7.6673465,75.255745,-53.499664,3.7534454,11.511747
84,-0.053583376,6.925668716,2.778793573,-17.11578766,-83.0620517,-72.44372097,-12.631422,16.477808,23.59011,14.979168,27.445168,-15.000033,-14.113291,-19.603165,-25.47586,21.661465,20.914246,6.3624496,-1.353662,-3.5205564,-1.8057798,8.547632,26.342623,-24.726955,69.46895,17.53265,11.47718,1.7675723,8.170906,-18.767487,7.677146,75.255226,-53.482307,3.759219,11.507378
85,-0.051192135,6.924965382,2.776583195,-17.10419607,-83.06182367,-72.45254975,-12.633644,16.467833,23.567074,14.97384,27.458946,-15.000033,-14.114098,-19.609287,-25.481548,21.663132,20.913708,6.363299,-1.352223,-3.523365,-1.8075907,8.546751,26.341537,-24.721928,69.46841,17.524572,11.477594,1.7691492,8.171173,-18.768541,7.681893,75.26123,-53.48517,3.7537944,11.500737
86,-0.048250929,6.927733898,2.775532722,-17.10135955,-83.05975021,-72.44516095,-12.631655,16.445316,23.53605,14.950634,27.49602,-15.000033,-14.120299,-19.62922,-25.491713,21.674461,20.9083,6.364753,-1.3549387,-3.5340505,-1.812019,8.547038,26.34085,-24.715557,69.4684,17.51066,11.477016,1.7734349,8.1682625,-18.769081,7.685729,75.27569,-53.500614,3.7395236,11.490418
87,-0.051016618,6.926502228,2.775907755,-17.09026825,-83.05846416,-72.44754108,-12.629841,16.425947,23.506893,14.930381,27.533524,-15.000033,-14.124645,-19.647943,-25.5041,21.682636,20.904709,6.366069,-1.3545797,-3.543584,-1.8159758,8.54673,26.340448,-24.710875,69.46763,17.495558,11.476628,1.7770284,8.166999,-18.769308,7.6866646,75.28733,-53.51853,3.7270145,11.481923
88,-0.048599169,6.929091454,2.775871754,-17.08068774,-83.05744826,-72.44687595,-12.622456,16.405107,23.49118,14.90399,27.564577,-15.000033,-14.131124,-19.669239,-25.512743,21.696169,20.89954,6.368986,-1.3606125,-3.5544512,-1.8203843,8.54991,26.339565,-24.69943,69.467865,17.482256,11.475691,1.7794471,8.160246,-18.76951,7.684886,75.302895,-53.538956,3.7134988,11.473357
89,-0.046131935,6.930580139,2.775515556,-17.05540117,-83.059469,-72.46786913,-12.617862,16.399162,23.489069,14.897445,27.571968,-15.000033,-14.131932,-19.67926,-25.520025,21.70188,20.899837,6.372383,-1.3674985,-3.5568285,-1.8188319,8.557947,26.337355,-24.675114,69.46379,17.479311,11.474566,1.7780052,8.148961,-18.769567,7.671085,75.3116,-53.561695,3.7080379,11.468568
90,-0.04866413,6.928649426,2.775588512,-17.01894822,-83.06348483,-72.50463958,-12.617707,16.404964,23.49268,14.907915,27.563759,-15.000033,-14.12786,-19.681284,-25.529732,21.701319,20.904173,6.375798,-1.3718575,-3.5524192,-1.8153423,8.565345,26.33545,-24.652897,69.459145,17.478804,11.473458,1.7741123,8.141717,-18.769215,7.6478467,75.31223,-53.587868,3.7058368,11.466037
91,-0.049976621,6.928839684,2.776751757,-16.98983116,-83.06681046,-72.53671017,-12.617985,16.414343,23.503193,14.920476,27.551199,-15.000033,-14.123231,-19.681221,-25.53948,21.699152,20.909061,6.3790264,-1.3737478,-3.5468621,-1.8127959,8.570156,26.333693,-24.635422,69.45673,17.475805,11.472604,1.7701807,8.1382675,-18.768515,7.623878,75.31008,-53.60891,3.705307,11.465102
92,-0.052327272,6.927652836,2.777514696,-16.97368812,-83.06790577,-72.55461033,-12.617448,16.423306,23.51951,14.92831,27.540682,-15.000033,-14.120017,-19.681715,-25.548637,21.697466,20.911852,6.381245,-1.3732634,-3.5433192,-1.8098197,8.571106,26.332382,-24.622501,69.45447,17.472818,11.472464,1.7691447,8.137429,-18.767878,7.6049166,75.30695,-53.62303,3.7059517,11.465337
93,-0.052104436,6.927917004,2.778495789,-16.98598024,-83.0653076,-72.54412405,-12.614875,16.432621,23.54817,14.927685,27.533146,-15.000033,-14.118123,-19.682533,-25.558039,21.694963,20.91223,6.381608,-1.3709096,-3.5411437,-1.8072332,8.56895,26.331354,-24.614403,69.45001,17.467176,11.47332,1.7714729,8.139984,-18.767223,7.596442,75.303535,-53.625175,3.707195,11.468366
94,-0.051918834,6.92602253,2.777770519,-17.01117375,-83.06040907,-72.52045185,-12.611364,16.443356,23.587645,14.923906,27.524326,-15.000033,-14.117968,-19.683695,-25.567043,21.693953,20.909803,6.38075,-1.3683475,-3.5399108,-1.8074871,8.565031,26.33096,-24.61214,69.446754,17.456717,11.474803,1.7758725,8.143657,-18.766817,7.6000247,75.30249,-53.61404,3.7097104,11.473696
95,-0.05129141,6.929657459,2.778726816,-17.04342524,-83.05499682,-72.49023475,-12.606996,16.45193,23.625109,14.916526,27.518608,-15.000033,-14.118544,-19.685343,-25.57444,21.692867,20.907656,6.380241,-1.3677257,-3.5412319,-1.8103368,8.561008,26.330656,-24.611834,69.44712,17.44685,11.476398,1.7813237,8.146012,-18.766375,7.6143236,75.30367,-53.5949,3.7141733,11.478446
96,-0.052936714,6.929933071,2.77803731,-17.05361954,-83.05180671,-72.47956241,-12.603866,16.455988,23.64655,14.91022,27.517275,-15.000033,-14.120059,-19.68805,-25.578983,21.692762,20.907421,6.381637,-1.3694143,-3.543651,-1.8140832,8.559048,26.330359,-24.611944,69.45065,17.442383,11.477006,1.7860196,8.145238,-18.765852,7.633956,75.30593,-53.57409,3.7187192,11.48111
97,-0.05385286,6.928935051,2.776281595,-17.04369468,-83.05133758,-72.48655839,-12.60297,16.452421,23.641094,14.90528,27.524006,-15.000033,-14.122098,-19.69293,-25.580143,21.693434,20.910374,6.3867197,-1.3693783,-3.5482,-1.8147404,8.558228,26.329973,-24.611355,69.454704,17.450785,11.477839,1.7902058,8.144071,-18.765543,7.65131,75.30289,-53.55518,3.7244883,11.479506
98,-0.058428518,6.930114269,2.777546883,-17.01237146,-83.05256541,-72.51206722,-12.602919,16.442877,23.61844,14.898353,27.53789,-15.000033,-14.125659,-19.699871,-25.57844,21.695564,20.915216,6.394121,-1.366655,-3.5544455,-1.8128715,8.556882,26.32971,-24.611305,69.45943,17.469015,11.478054,1.7941595,8.144349,-18.76558,7.6643753,75.29484,-53.53658,3.7304356,11.475628
99,-0.056734636,6.9301548,2.776062965,-16.97350998,-83.0548885,-72.54588443,-12.602662,16.433517,23.596073,14.89309,27.54985,-15.000033,-14.128918,-19.705807,-25.575235,21.697914,20.919607,6.401139,-1.365613,-3.5610754,-1.8113604,8.555611,26.329264,-24.611198,69.46569,17.488249,11.477842,1.7975706,8.144614,-18.765978,7.6771193,75.28653,-53.520855,3.7361486,11.472191
100,-0.054217502,6.928526402,2.775331497,-16.9525607,-83.05695334,-72.5663159,-12.601879,16.432014,23.590334,14.893337,27.55097,-15.000033,-14.129089,-19.706179,-25.573181,21.696495,20.923018,6.4048743,-1.3664465,-3.5628095,-1.8099269,8.557312,26.328888,-24.610804,69.46739,17.50122,11.4773855,1.7994623,8.142572,-18.766172,7.68034,75.284195,-53.51491,3.7375665,11.472632
101,-0.051139712,6.926793098,2.773577452,-16.95428122,-83.05878025,-72.56777944,-12.598725,16.442152,23.614407,14.899808,27.535975,-15.000033,-14.12603,-19.69985,-25.57335,21.692806,20.923277,6.403649,-1.3749561,-3.5597248,-1.8122113,8.565843,26.328318,-24.60772,69.46514,17.506538,11.476064,1.7997736,8.130324,-18.766216,7.6739154,75.29916,-53.524006,3.7336147,11.478979
102,-0.049820263,6.927121639,2.774290085,-16.96513284,-83.06097123,-72.56340338,-12.595121,16.46012,23.655998,14.91299,27.509178,-15.000033,-14.120103,-19.68856,-25.57472,21.686293,20.92219,6.3994207,-1.3873353,-3.5520303,-1.8143336,8.579448,26.327751,-24.602621,69.457596,17.508326,11.474127,1.7986407,8.112082,-18.765783,7.6555967,75.32335,-53.547424,3.7246313,11.489755
103,-0.050580468,6.926135063,2.776217222,-16.97868031,-83.06337248,-72.5582167,-12.59351,16.479828,23.694973,14.92916,27.481016,-15.000033,-14.113195,-19.674019,-25.575115,21.678076,20.921242,6.393882,-1.3910191,-3.5422344,-1.8091264,8.588086,26.326979,-24.597305,69.444756,17.512697,11.473139,1.7976127,8.096042,-18.764143,7.616346,75.34331,-53.58162,3.7151134,11.498738
104,-0.05449862,6.925857067,2.779034615,-16.99057888,-83.06563214,-72.55262259,-12.592529,16.490837,23.713879,14.938719,27.46367,-15.000033,-14.110163,-19.66177,-25.569286,21.673296,20.920454,6.3893433,-1.3923348,-3.5366774,-1.8076543,8.58889,26.326912,-24.597736,69.442085,17.50946,11.473755,1.7967749,8.094869,-18.763695,7.608365,75.34595,-53.588154,3.7130916,11.501918
105,-0.05848952,6.92961359,2.779945612,-16.99908189,-83.06816196,-72.55116652,-12.597648,16.49701,23.702251,14.949748,27.45564,-15.000033,-14.107943,-19.646381,-25.558651,21.6674,20.922237,6.384951,-1.3792633,-3.5306828,-1.7996271,8.577537,26.327225,-24.603569,69.44158,17.504662,11.477664,1.7977053,8.107323,-18.76338,7.6104126,75.327896,-53.575752,3.719746,11.493786
106,-0.058447558,6.930237293,2.777238607,-16.99295612,-83.07128244,-72.56343435,-12.605506,16.498585,23.672792,14.9594555,27.453913,-15.000033,-14.107989,-19.630295,-25.543089,21.662436,20.925264,6.3803034,-1.3598621,-3.5270877,-1.7936878,8.5545,26.328026,-24.618195,69.45261,17.491985,11.483003,1.7987567,8.136802,-18.764027,7.6355987,75.29087,-53.539318,3.7339742,11.479152
107,-0.055633072,6.930384159,2.773900986,-16.99305648,-83.07370579,-72.56764208,-12.613316,16.495014,23.63477,14.964394,27.45872,-15.000033,-14.108863,-19.615711,-25.525259,21.65819,20.927448,6.3767366,-1.3416651,-3.5240436,-1.786997,8.535541,26.328772,-24.628414,69.45787,17.479492,11.489314,1.7999904,8.159196,-18.765106,7.661818,75.2611,-53.502697,3.7468328,11.463939
108,-0.054445077,6.927964687,2.771712542,-17.00528821,-83.07398941,-72.55794223,-12.622209,16.488083,23.59586,14.967068,27.467411,-15.000033,-14.110824,-19.604403,-25.50832,21.654669,20.927935,6.3748617,-1.3346659,-3.524648,-1.7920196,8.520487,26.329668,-24.638573,69.471954,17.461067,11.493883,1.7997391,8.177291,-18.767395,7.6988344,75.2444,-53.460804,3.7563887,11.456306
109,-0.052671403,6.927531242,2.772622347,-17.03496213,-83.07144259,-72.52630556,-12.631446,16.474766,23.554665,14.963974,27.48441,-15.000033,-14.113636,-19.598217,-25.491957,21.652061,20.925278,6.3755236,-1.3339411,-3.527055,-1.797431,8.516025,26.32991,-24.637295,69.47387,17.451,11.498225,1.7985138,8.177782,-18.768238,7.7056823,75.25305,-53.44467,3.7546606,11.457695
110,-0.05179476,6.924919605,2.773237944,-17.07353849,-83.06742155,-72.48394083,-12.642067,16.457132,23.50786,14.958546,27.507797,-15.000033,-14.116829,-19.594698,-25.4749,21.649649,20.920914,6.377833,-1.3367403,-3.5314794,-1.8055062,8.514329,26.329988,-24.63283,69.47463,17.441658,11.502253,1.7965548,8.175977,-18.768635,7.7028327,75.26911,-53.436386,3.748798,11.464868
111,-0.055344861,6.924268723,2.775756836,-17.10518839,-83.06378577,-72.44852653,-12.651162,16.43818,23.462442,14.95148,27.530752,-15.000033,-14.119864,-19.59236,-25.458433,21.647205,20.916353,6.3812475,-1.3394186,-3.536708,-1.8138322,8.512886,26.329988,-24.629011,69.47482,17.43208,11.505711,1.794264,8.17275,-18.768677,7.698516,75.28701,-53.429718,3.7424793,11.473787
112,-0.057138328,6.927306175,2.776079893,-17.13047794,-83.06031104,-72.41836578,-12.656853,16.418436,23.424915,14.939785,27.549185,-15.000033,-14.123848,-19.591698,-25.443472,21.645535,20.913137,6.385457,-1.3380548,-3.5422876,-1.8172181,8.508946,26.33007,-24.61926,69.47227,17.424759,11.508113,1.7915673,8.165563,-18.768764,7.6888094,75.30213,-53.42426,3.737308,11.482254
113,-0.054358982,6.929571152,2.774427176,-17.1308338,-83.06105579,-72.41532949,-12.657663,16.404205,23.400112,14.933128,27.553543,-15.000033,-14.125325,-19.588287,-25.429945,21.641844,20.912733,6.391359,-1.3265338,-3.5448067,-1.8152044,8.5027895,26.330168,-24.61638,69.46688,17.412643,11.509082,1.7897265,8.167607,-18.768904,7.689343,75.29718,-53.408062,3.7423437,11.489639
114,-0.053437699,6.927947044,2.770786285,-17.10613665,-83.0634798,-72.43632526,-12.653065,16.388952,23.384275,14.921423,27.553246,-15.000033,-14.126914,-19.586023,-25.416779,21.63768,20.913908,6.3993373,-1.310249,-3.5493934,-1.8075104,8.488497,26.330534,-24.612432,69.46389,17.396677,11.509298,1.7871577,8.180118,-18.769608,7.69887,75.269196,-53.37702,3.7560027,11.5001745
115,-0.051777031,6.927719116,2.772369862,-17.08197668,-83.06691886,-72.45653951,-12.645896,16.374037,23.37175,14.907924,27.552397,-15.000033,-14.128489,-19.58457,-25.403357,21.634819,20.915314,6.4057927,-1.299283,-3.554891,-1.8024813,8.476001,26.33136,-24.606937,69.46563,17.379404,11.507456,1.7846817,8.196058,-18.771902,7.7219534,75.23904,-53.342613,3.7689767,11.508859
116,-0.05005005,6.929234505,2.771945,-17.07202441,-83.07024131,-72.46437303,-12.642797,16.3614,23.355019,14.900843,27.552267,-15.000033,-14.13053,-19.58337,-25.390022,21.635445,20.914858,6.4074836,-1.2925138,-3.5581753,-1.798882,8.4708185,26.331732,-24.602657,69.46416,17.364328,11.505076,1.7849789,8.199041,-18.77321,7.73191,75.23282,-53.32669,3.7720878,11.511273
117,-0.046484705,6.929118156,2.767776966,-17.08817726,-83.07370559,-72.44406924,-12.639303,16.346775,23.33373,14.891004,27.56022,-15.000033,-14.134192,-19.585032,-25.373224,21.64273,20.910938,6.4018526,-1.2959579,-3.5619602,-1.7947546,8.470867,26.33207,-24.592741,69.463776,17.353577,11.4994,1.7880187,8.192712,-18.774961,7.7358685,75.24812,-53.3311,3.759128,11.505951
118,-0.049257431,6.928519249,2.766793013,-17.10750822,-83.0779919,-72.42049341,-12.635203,16.33201,23.310442,14.879642,27.57225,-15.000033,-14.138364,-19.587801,-25.354681,21.653332,20.905624,6.3910537,-1.303572,-3.5647438,-1.788036,8.475998,26.332214,-24.577557,69.459885,17.348032,11.491557,1.7934964,8.175817,-18.776936,7.725572,75.28224,-53.35652,3.734713,11.494299
119,-0.050609484,6.930474758,2.766853809,-17.12623379,-83.08221699,-72.39953472,-12.633279,16.321749,23.287893,14.872997,27.582012,-15.000033,-14.140662,-19.587667,-25.339579,21.66036,20.90292,6.379135,-1.3088655,-3.5654078,-1.7831773,8.478235,26.332167,-24.572266,69.45861,17.341253,11.486457,1.7980402,8.169579,-18.7772,7.718847,75.30423,-53.376743,3.7164872,11.484026
